id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
154,0.0009539904958541677,0.007327145243494745,5.076445200516828e-06,0.00015920722153343642,0.0007698274060807991,2.0003363434401492e-05,0.0006419371630093498,5.950469924765276e-05,0.012710367197313218,0.0016724640039979916,0.0005377940588998832,0.6714925016542641,0.0022426267743187746,0.008180257613523034,0.04291527545471059,0.00010785286563070179,0.04631239194634984,0.00038118393733787393,0.0005250075445045822,0.008175891717167351,0.0006929899414509227,2.1191859884970226e-05,0.0001361426214502075,9.40516412934181e-06,3.564531972907706e-05,9.047601966753993e-05,0.003788876103818364,3.443117442260426e-05,1.1314128682324318e-05,1.3716006495105903e-05,3.411041179959696e-05,3.7640268382329807e-06,1.0322112587303984e-05,1.4850849149134781e-05,2.6527279177474373e-05,0.00038180457034102513,4.915321637899258e-05,7.691958794674561e-06,6.954748448323799e-06,3.5975032834944923e-06,4.690887698282683e-07,0.002190086114224234,5.782033590725362e-05,0.00031774455234782396,6.890557707826265e-05,2.011014925428748e-05,2.6952364755257935e-05,0.00442528090977022,0.008765409906574274,0.00429267867521117,0.00014541103313739058,6.300412564479645e-06,0.00021501027762937038,0.0008209046640330477,8.881479938730592e-05,0.00014011355247080462,0.00030401406062381106,3.556571991678855e-07,0.0003621528761423744,0.00032122456600812226,0.0001960003594968645,5.4019233473953663e-05,0.0002193542539040825,0.00020819908754178283,0.00011663607011677155,1.3519287155063388e-05,0.0008205616940503555,1.0579617424775059e-05,1.1715039424652513e-05,0.0006141667634446107,3.1055571973145354e-05,0.00021094802849491018,4.088675168056169e-06,0.0005933806773918881,0.000883704700193035,0.0002576530103493314,2.9038513000472003e-05,2.2706180597940535e-05,0.0008891101981181467,0.00039383326752972825,0.0036229093466421452,8.109260361012938e-05,9.006629524728515e-06,0.0004321755738960679,0.00012629368809523067,2.205311254070436e-05,0.0005479510740910808,2.87008547053526e-05,7.323027944069732e-06,0.008202102210923863,0.00010280985602196432,0.005819338166348654,0.002098842842812163,0.008706818420753238,0.020977818757976215,0.10927598315656399,0.00042077198596187764,1.2093420711956444e-05,0.0007926136465366759
156,0.0012758546371649864,0.00750807177400496,3.998149566837132e-06,0.0025984279686726945,0.00027367245581445365,9.880047872598442e-06,1.3048152814599478e-05,2.1733939288772423e-05,0.00264592250640257,0.0006303233017549957,0.0002614468169204583,0.006784880574686839,0.004245437324037576,0.0022328595938653334,0.0021146279722515393,2.7910020840402418e-05,0.0014534004198284087,8.015891515690142e-05,0.0001223890139622935,0.0034981094971198983,0.00019375463676698325,4.946834282131234e-05,8.926561064465653e-06,1.0059931327421814e-05,1.6634308666372644e-05,1.6948557012458802e-05,0.009230521763031324,3.4977606330581776e-07,2.794183416773078e-06,1.1065478041745427e-05,2.8710645430537677e-06,1.5759925860752858e-05,9.467315682071891e-06,6.5872649730888736e-06,0.00011116999388401039,6.313194761987263e-06,0.0002117447273761698,1.9048799462813306e-06,1.2884443162745233e-05,1.9981629869945484e-06,9.52445941644372e-08,0.029185991027611297,1.5689801973583755e-05,5.280359422973201e-05,8.935359613091031e-07,0.00010019612268930045,0.0044717191611309045,0.04297530589731011,0.7591894645350701,0.012693575472634562,0.0007238751276171782,4.4647263959805695e-05,7.93773985821192e-05,0.018374592946817345,0.0007137348232721031,0.008270726670019551,0.0011505059665972322,6.886333899400986e-08,1.4383110257711363e-05,2.4620335008199192e-05,9.261797136943566e-05,6.973461592563449e-05,9.745747947886198e-06,3.9597783124870724e-05,0.00028618197334521106,2.38887189448275e-05,9.982261063161496e-07,2.2800641280811456e-06,0.0005617269943358304,0.0001081302733254595,1.7101473935868653e-05,3.706389184126472e-05,8.722722874731296e-07,6.417960537063689e-07,0.01123289446078246,8.02307029601753e-05,6.30052914758799e-05,4.541024309129826e-07,7.725029738202883e-05,0.0010491496308635774,0.0001234003574447332,9.029320305144588e-06,8.846937988658504e-06,0.0003008196793618352,0.00022377816643408767,0.011306703403743023,3.574543118447793e-05,0.0003818331117919534,1.9901168247590396e-06,0.00012417539715534835,8.967829249959789e-06,0.0005299933059017413,6.116622856945995e-05,0.000821853766388477,0.03905446517909994,0.0017266372343003491,4.8546654792573304e-05,6.113494077104e-07,0.0076722257493972825
157,0.0007448129501980908,0.00036576455967279696,0.0026383652255180575,7.411174750012156e-07,3.854047762073061e-05,0.9080736842426461,0.0010057292713350392,9.63042502229051e-08,8.6524268416274e-05,0.0004991309123887312,6.945097808159391e-05,7.693560288415455e-06,8.860686962929933e-07,4.339671146947721e-07,4.2512046219700185e-06,0.000717215127968358,0.00010926946163163159,1.0498943549840587e-06,0.00017348354978412512,0.0007715439678429794,0.00021792804334102122,3.0495693101043073e-06,1.5876045739716088e-07,1.0334930061556932e-05,0.0007353927703286147,1.996555719699684e-05,0.00016126387248616822,0.00020647222676378098,0.0006785325991854413,1.0460457603117514e-05,4.552102287567293e-05,1.3230912618291861e-05,8.827242823663736e-06,0.0007721418438081436,1.186124358962752e-05,0.003935234147715622,6.080289325231221e-07,1.2938100252176075e-05,4.48860686555032e-06,0.0003997927506928669,0.0021607149803195163,5.175029198103249e-06,0.00017571665467416405,0.00013764597889909117,4.096184599370744e-05,4.724913212318583e-06,2.9568321438187463e-06,8.92869734172379e-06,1.8014922007597013e-07,1.035166832871898e-05,6.480586560391615e-05,4.720479470653355e-06,5.195112380210543e-08,1.0767463227500212e-05,0.0002309824142971189,8.535152242169498e-05,0.003842141176059544,1.1710178315902679e-07,2.0322335385722297e-06,0.00899161917490742,3.374250577085225e-05,9.132603859264502e-05,1.3826127694561267e-07,0.00010409439186808033,4.916976856200177e-07,0.0005368771733913811,0.00029961495106995176,4.532641938085172e-07,6.459400923262543e-05,9.082495616804614e-05,0.002609154407618153,0.0010635620311136129,0.020362367587080495,2.7329999035492285e-05,1.5037422342593468e-05,4.510678386209918e-05,0.0038418811342876787,9.918060253805166e-05,0.029404544026345042,3.5547476340831056e-06,0.000311713243489417,2.624877053210549e-05,2.6194754152475752e-05,2.804674963648499e-05,0.0020013150574449516,4.576821570580711e-06,3.149971956856578e-05,0.00016006816384787234,0.00016888082844858013,3.878141909191791e-06,0.00013643234254828208,2.9237029515210776e-06,5.08249656043028e-06,2.5066592304127166e-06,6.703871045075789e-08,1.4104623215148862e-06,2.88790722223983e-07,5.517081801556357e-05,3.0035186532609534e-06
158,2.7589298211437572e-05,0.0005476190708366995,2.938259332917063e-06,3.3508128845493507e-06,4.703501006818997e-05,1.2758798414157104e-06,6.642894233918564e-05,6.587463327015139e-06,0.0003584386636420063,0.00038988139922423615,1.1060679479279588e-05,0.10609939295702975,0.00029678698992368036,0.8394644864671525,0.00523057699439484,3.8589308239642374e-05,8.298583197525107e-05,0.02571007131602734,6.749859652908882e-06,0.0068837285282891,2.9321496101389216e-05,5.063047881295989e-06,1.5840342054888324e-05,3.086201159958593e-06,8.604248383338953e-06,4.713546812849311e-06,0.0003664981248431274,5.821348065633643e-05,5.530042526107272e-07,1.7203406344228345e-06,1.265422466255691e-06,2.2587389019071114e-06,7.863164153875247e-06,2.2296198485456262e-05,1.2802214459689e-05,2.5142513387772592e-05,9.900580802466619e-06,3.6430038276833753e-06,1.908855980349448e-06,7.536110340691985e-07,4.863967889670836e-08,0.0012040666758662726,4.549239214331376e-06,3.431486847894526e-06,0.0007080469668603594,1.9358912790468973e-05,4.30177550503764e-05,0.001974291809480303,0.0004649396694875604,5.915187865607281e-05,3.472474352051001e-05,3.0045845091457587e-06,7.604007635237681e-05,2.2946935113980587e-05,0.00011805785400882969,0.0001317717215463234,1.9997507807761232e-05,1.7018798234897606e-05,0.0003775928994522425,6.82457822444614e-05,5.449605307533794e-05,1.3015688530888901e-05,0.0002749174136284661,7.238721592802345e-05,2.866387115097354e-05,1.4709085640597188e-05,3.599338359851386e-05,1.0406830498991836e-05,1.3289021979475556e-05,5.5102954860641e-05,1.722159401648923e-05,9.411058982187573e-06,1.8774311291887987e-06,1.0683413040351825e-05,0.000251784426457623,7.728390353903919e-05,9.505113062081417e-06,2.0099375828021366e-06,0.00016901498187778534,0.00011532226827570192,0.001666976093027123,4.0844973279924974e-05,4.428087523770765e-06,0.00017534105320153668,3.3952548241401404e-05,7.917898403256132e-06,0.00010599242005649414,5.830701132511142e-06,5.01219771792378e-06,0.0031008962086987906,6.214075995690428e-06,0.0005398988606979855,5.9893631990139255e-05,0.00010053789461361981,0.0006142028335294189,0.0007841626998458556,3.057454484988336e-05,8.074552442350326e-07,0.0002720943702206185
159,0.00046128782909774787,0.007890082376185971,0.0005524725583225862,9.303174849876716e-09,0.916108500737686,0.0008413246941029246,1.1796686104242632e-05,1.0573999537379321e-05,0.0017128592269245895,0.030887655354109176,3.097482193368552e-05,0.0014109387087586644,1.1350616784953813e-06,6.805437230864136e-07,0.0004984973336017608,4.041730253700482e-05,0.004793698087691298,1.4842332823356325e-07,0.00010930451688601113,6.891644714716338e-06,0.002361168451681062,9.258317101399695e-06,9.702922915252473e-10,0.0006756740257695409,8.414998145340499e-08,5.340453424098184e-05,0.0009755571040662607,2.021052164502214e-06,8.251581817921425e-07,2.4253526190151386e-07,8.702518699555406e-08,0.005161943448897231,8.995095750271569e-06,1.3936417316566119e-05,2.749673700068695e-07,0.00026930079097925533,2.3229049621834176e-05,7.401417901343605e-07,0.00011964814002947595,0.0009075007577599532,0.00012592695584608178,1.3347679168925266e-07,3.196283545898533e-05,7.150361242431818e-05,1.2712950803401867e-05,9.277179118861666e-07,3.660641001612163e-09,5.272443419449996e-05,0.0002431246193845704,0.0017149897000657648,3.9840164467018195e-07,2.0830629793363785e-06,1.8655916330903127e-07,6.340889985251662e-06,0.0014398776766319594,5.420220385850562e-06,3.101140061405997e-06,9.541300457150002e-08,1.6150332373420617e-06,3.924510978271447e-05,3.521837994646814e-05,0.0002922108657059542,3.0220130378186383e-07,4.4544970147860984e-05,0.0008637783732428035,1.4875912527093382e-05,4.493490070728451e-06,3.99497957336501e-09,6.720712793559443e-05,0.0006802026445174909,3.715229113439585e-05,1.9347815537602476e-05,2.9224967349454795e-05,0.0002489433862736485,0.012129280608561326,7.54278192242628e-06,1.8189912647037162e-05,1.157785220408025e-07,6.929350609500912e-05,1.7401115247509207e-05,3.1439255953830404e-05,3.859999600074108e-06,8.946026085946034e-07,5.6579382704001635e-06,0.0006585347612760516,0.0006932107572212496,2.02457908920081e-07,5.8138550561176855e-08,3.758952935284725e-07,0.0019920698425041814,1.0262773329393268e-05,9.07460646367332e-06,0.002234115343250344,4.241369826474137e-06,9.432898091417534e-06,5.114551624983795e-05,9.183103025246319e-06,2.4373895633272085e-07,1.152064011998026e-06
161,3.943620696359892e-05,0.00029096481237964457,0.0002553688802548534,1.3980709281606642e-06,0.00022711515539766748,0.00013899337110429022,1.4793717099246712e-05,7.872267960608247e-07,1.5899231532512425e-06,0.004660195912089707,5.710206807312884e-06,1.480507032102176e-05,0.0001959234974056873,1.8001143493937509e-06,1.312823362995792e-05,2.9935200727147483e-05,8.081387942352839e-06,2.037775957631295e-05,3.739493184720825e-05,0.0008419487636785564,0.005621503520481554,0.00034309136162443457,1.3704752015658726e-06,0.0033843170109892364,3.4096665232585455e-05,3.541469031820806e-06,0.0034713522102471387,1.0292199506243422e-05,1.9259355986961615e-05,5.9923734511381e-06,3.959795353266698e-06,0.00017686139809491028,1.834136733678871e-05,5.097116514001488e-06,3.737062480349683e-05,3.006201413397707e-06,0.0006679477225174379,0.00292956862871247,5.355587710093518e-05,0.00016055100180640687,2.9037924034843937e-06,0.0001688198744636966,9.665514604337251e-06,1.664406065776658e-05,6.763354996505377e-06,1.782269606550831e-05,4.762347715656774e-05,0.00020610496940996333,0.00029468347418272283,4.2658532590220636e-06,2.707855431508869e-05,0.0002022347990538251,1.7761959333877845e-05,0.00023913914240382972,0.9411521935152032,0.0032971823968025913,0.00017888717556246333,2.9047111133440034e-07,3.5700990796080346e-06,0.00017778835567059198,5.845232430111998e-05,0.0019461127517908404,4.750612542230475e-06,4.153985954659502e-05,0.0017913850497266826,0.0004324615260055919,2.562749716719306e-06,1.419804855155485e-06,0.006525586692989493,0.0016634396366606075,0.0014839993652852675,1.2296064669030157e-06,8.49044913140553e-06,1.0244376158734119e-05,0.0008785256569526264,0.00017202684820952102,0.0030817250382643817,4.023089941912458e-06,0.00011618032507416073,0.0017557148110656283,0.00019783565600821945,1.8529005283400814e-05,0.0006451805996386597,3.0850199408661896e-05,0.0006181920626109368,0.006711771605140867,0.00011789459641229598,0.0011228820500573625,2.29837723622031e-05,7.837081422322524e-06,2.2255017973348578e-05,4.719596246279981e-06,1.9307790044040263e-05,1.4615133649439236e-05,1.2364729951557902e-06,2.023173818029193e-06,0.0005107454598340778,1.1429119665522514e-05,0.00011759267915050086
162,5.127291849649351e-08,4.819049781904558e-07,2.6455863617601237e-06,8.359469221160742e-05,7.071539416139474e-06,2.5083973223548228e-06,8.368544169292308e-06,1.4263237376640826e-08,8.33324548040047e-11,6.259625421890217e-06,2.4827982158700682e-08,0.0006510228619562672,6.478269836705155e-07,0.005175416131757184,6.072537183075125e-07,0.00011643224033477733,7.416573718415175e-07,8.964990350264142e-05,2.5621332260094584e-06,5.3457389955376344e-08,6.705728595227457e-06,0.0002642001086667211,7.69413356752033e-05,0.00035878676427527836,0.0007293755817193039,0.0005033152900197588,5.976885705098409e-06,0.003911082310116429,0.0003390559746474874,0.0004668683973684102,7.605855018024604e-05,6.528405452860341e-05,3.3698829530472903e-06,1.4180728809010702e-05,0.0003091802863442638,1.9224235566628345e-06,0.0015166051752233075,0.000246174615161562,0.0007414218027401685,5.814796029666418e-05,0.00039725839765305566,3.37165942924247e-07,4.067288161345998e-05,8.446665948436448e-05,0.014005510579395825,3.847440515852895e-06,0.00015167654639448164,3.0351302117155886e-06,1.1411580945776523e-07,5.499138328575286e-07,3.9991329599964425e-05,7.413953582159234e-05,0.0001955012021420724,3.829081290929495e-06,8.241160541944626e-06,5.432238728830311e-06,4.7681399888238445e-06,0.9606934841068726,0.001551661165593461,4.071934720264971e-06,1.2604949357814275e-05,0.00036304029869516525,0.0008776005008676559,1.8265274015272084e-05,1.0636727192402777e-06,9.440881262111941e-06,4.7353872399202865e-06,0.0017802910793978874,4.177740519406666e-06,2.219040286050184e-07,0.0002988728330882975,5.578145827498421e-06,8.582859275476147e-05,7.226336987430057e-06,3.9759807636318115e-06,3.349279491160411e-06,8.527127589585554e-06,6.602286901287968e-06,1.4802128667363733e-06,0.00033590449626006135,1.3394147830451534e-06,6.998448659265445e-05,1.1732383329997048e-05,1.456671889436994e-07,1.2365153077689985e-05,9.012792353255647e-06,7.771198555897401e-07,5.083795997894136e-05,0.00017112047030591417,0.002339682671272191,3.1013027189801075e-06,6.952072011654995e-07,3.5410083003991923e-06,1.3702247147445982e-07,2.1565255164324633e-08,3.00991903862689e-10,0.0003776524108226307,1.4274991745501158e-06,6.241797362646532e-06
170,7.556700639879199e-08,4.449681407017892e-05,2.188396539256364e-06,0.00021466521780931844,6.0076185677765e-05,3.571105448776899e-06,0.00020202733121013703,3.461823488243972e-08,7.71412844300477e-09,7.710133897639229e-05,2.988633672281514e-07,2.079158139471194e-05,1.1805839192206922e-05,5.72509857892643e-07,1.480609351660949e-06,0.007574428966599698,1.87526664871994e-05,1.0156882355706483e-07,1.1742335822119996e-06,7.358880094288961e-05,0.0016688988292737571,0.0011703275007637114,0.003529405105481373,0.005105673922663972,0.0003692776250454959,0.0002803862275311277,0.00018217625619560364,9.052370002258965e-05,0.002398715504027353,0.7485694161339445,0.005173234324983365,0.00038083688083344347,0.00021226227213811018,1.0574703635723408e-06,0.01465367679307394,3.921590917601545e-07,0.03215776961234005,0.1391914822505679,0.001598099674800041,0.0026109555415721425,0.002097968521452969,5.285833306198617e-07,0.0002960486204651728,5.155094027149097e-05,1.6268889855264713e-07,4.006291808194465e-06,4.166534579618252e-05,0.00037786330138825147,2.722688119786503e-06,3.4391637765292227e-06,7.121843646307772e-06,0.01079864735541292,9.731583298289296e-05,6.009103761577642e-06,0.00015313722901002735,0.0030670141936769567,2.6369418658974582e-05,0.00016015036556069181,9.396599631225592e-07,1.9889093750943005e-06,1.6588905818394045e-05,0.001518753536969885,0.0005129501386129061,3.7129679128860654e-06,0.0003775389065809944,2.9294629028392153e-05,1.4723265916465245e-05,0.0009596481898265098,4.196813300385381e-05,5.4885403107150965e-06,0.000501871286729971,2.570118077104034e-07,0.0005630242190137446,4.4471928405909884e-07,2.3343469253469242e-05,5.906579490924564e-07,4.8988112973718324e-05,3.255630524278707e-05,2.3696760668183416e-06,0.0013909186435667755,0.00018006826373314898,0.0004771647123175148,0.00030524415809537347,2.2883050465097438e-07,0.0012780633721961843,4.5705066845708985e-05,5.393036341602398e-07,0.000739253310232473,0.00042989634070947363,1.3005969896025092e-06,0.0003238084949656394,2.561973873885992e-07,9.254623054555966e-06,0.00046410473969427584,3.1780266755865066e-06,3.5279314375594037e-07,0.004717822077130109,6.904699100842206e-05,6.322301504209424e-05
172,8.131809073374628e-05,0.00018018240228111538,5.345777399073e-06,8.607785647809955e-07,4.7812124174331295e-05,9.708847259887353e-07,3.673553603908342e-05,0.6863296162266116,0.00011667713836205107,4.467589470345915e-05,1.2304079188003934e-05,0.0005199900070230275,1.0714090910677472e-05,0.00042969699073845,0.0011024976947205721,7.978170178355835e-06,2.288342112327317e-05,0.24330274584762543,2.071447222234459e-06,0.00022356629122018376,6.784058831921888e-05,2.7207016355487733e-06,2.837368156859565e-07,1.5389546088753256e-06,6.858420217098038e-07,4.879078645342187e-07,0.0022757654897065786,1.1908571859044254e-05,1.5369967832562208e-06,1.757942864335259e-07,6.151069258502846e-07,5.756169230473162e-07,1.2395260799098304e-05,8.314240154913138e-06,1.8492479041472227e-06,2.7571032505836785e-05,4.0924599589323856e-07,2.6725878222232005e-06,6.245098130520603e-07,2.4677791856074143e-07,2.3650978681557958e-08,0.00024227171118909068,1.2325686011978653e-05,1.8917501300500072e-07,0.007482104173825833,1.1048775695035446e-05,5.440310517257735e-09,0.0002489726683975387,0.0001254130785188562,0.016244737934885616,4.5172398752520774e-07,1.3502646434397727e-06,3.2275636927804712e-06,9.388748823461444e-07,2.046651680387403e-05,8.20550149439722e-05,5.728874565567374e-06,0.0002627054349368895,0.013104102592572858,3.320768414820062e-05,7.203607330681941e-05,4.596042851364946e-06,0.0002010159686274371,1.3453729524107956e-05,3.5651471100003796e-05,6.349542205949111e-06,3.5284044361987645e-05,2.238654512259068e-06,8.144147637836747e-06,6.682974785422077e-06,7.700668736167198e-07,1.6453555280020935e-05,1.5362361992108622e-06,0.003744028051150615,1.2181623883665091e-05,2.122635800598895e-05,8.625147242602711e-06,9.203118617677742e-08,2.241602507950865e-05,7.337248957057633e-06,6.536955326832281e-06,0.00010268502742081868,6.9784496127189336e-06,0.0005155539922790994,6.208357643454929e-05,1.1114810739695172e-05,2.140329292876911e-06,4.3934609600732853e-07,0.001649223853166379,0.01145622467704118,1.325922548701991e-05,5.948842964995585e-05,0.009042128361997076,2.2663744208289042e-05,3.788634560494584e-05,1.0725294777183713e-05,3.924951399133187e-08,2.611350550466238e-07,2.260259311922198e-06
174,4.0693700425203805e-06,6.604259941955722e-06,0.005801916792437606,0.0013692815243212504,3.284363572646288e-05,6.627329059736005e-05,0.03748860394694823,0.00010250609005714289,4.3704204017727393e-07,1.4578260703863526e-05,0.012781498535767833,6.941269917875472e-05,2.611073266380731e-05,0.006565889581204855,2.149418790993566e-05,0.00031499003007384117,1.4327308925076812e-05,3.86418682254376e-05,1.423486560634458e-05,5.589985052532053e-05,6.495839283503625e-05,0.0530465040668376,0.00603888637926629,0.0001933185090006479,0.00029467183926895044,0.0006751037137560721,6.46547952037454e-05,0.0008382905566322749,7.34574976355946e-05,4.466443782471827e-05,6.485646930954782e-05,0.2999616342666312,0.0003144241749431488,1.7451152684648348e-05,0.00030826338845030185,5.922733825622213e-06,0.0014885368363415229,5.888975816398228e-05,0.0001361801815383202,4.7160669580030995e-06,5.012442247343468e-06,7.423996288221896e-05,0.00034166894476686624,0.00377177745713679,5.047950206640174e-05,0.33747997933602025,0.020968329133087712,0.0003326691956883595,2.478365124452901e-05,0.0227346282000597,0.001694240292722146,0.00042315877325622595,0.0007360745004879617,2.3471045254905776e-05,3.4190563703512846e-05,4.218565028098401e-05,1.1408453886632865e-05,1.588540443699362e-05,0.11210665815500635,5.507083125386751e-05,0.0010449535541463212,0.0007229081736650263,0.0002962536944456672,1.770931178591373e-05,9.356345865240291e-05,0.00017585323830897435,3.808453187505816e-05,0.0062165001685517704,0.029284751869724186,3.7915539787991925e-06,7.363421647604193e-05,3.4730110461888796e-05,2.2354858452986254e-05,0.0021220346248431838,0.00013580568807778138,0.0010343280631303253,1.949285839631883e-05,5.6245289002237934e-05,6.1035222563238185e-06,0.009531484392382324,2.8857460852072546e-05,0.0007573789125838558,6.735512467365035e-05,1.4057163102822827e-05,0.0004354905156033176,0.00010650830625661499,1.702897952655932e-05,3.4012621641843984e-05,0.001607201289244776,1.2912868755442457e-05,3.776892929989848e-05,1.8107089914985547e-05,0.01475099405080755,6.621601876973477e-05,0.0006588978009569454,3.5965036264150075e-05,0.0002423387555320241,0.00021289813625196104,0.0005545171758534318
176,0.0002481384858219937,0.007994902815668304,5.8013682246767403e-05,0.053610731371839866,5.193078848122284e-05,4.469446201601719e-06,3.5420540861051526e-05,3.7339963313539574e-06,0.00011620278850336188,2.8152449251422786e-05,0.0006668096501006201,3.481072478776894e-05,0.0003945338568481741,7.993426633187485e-05,8.079838816653575e-05,3.336960135389149e-05,0.004749268174413611,1.2144904137456482e-06,0.00047320807750106505,0.0005957678212491509,5.561918624691355e-06,0.0003972998904380272,2.83650387494074e-05,2.4576723591071907e-06,1.0157748793684075e-05,0.001136013934186256,0.0004532993240236276,7.764177687648016e-07,6.010486145451439e-05,2.000248372072628e-06,0.0004700091073602435,0.0004247007546116819,3.4856204619136555e-05,2.1044467629074824e-06,3.6229906685656515e-05,8.678887520627746e-06,0.000148081386850464,3.811717342988937e-06,7.327670857724608e-07,9.182612276471919e-06,1.3438336050749722e-07,0.000682497195747486,8.561125958713044e-06,0.00021789398859056692,3.1506141759124146e-05,1.8436519899990227e-05,0.0004587785894442302,0.002623675715782433,0.0009197467469630204,5.676188838295174e-05,0.0053267299325104635,9.983611264733355e-06,0.00013962942782377825,0.004176322690165407,4.585806992303654e-05,6.605146405522625e-05,0.013834212376710215,1.0576430275047683e-07,2.658587517602868e-06,5.9968795544569585e-06,0.0013706525717410783,1.0756050454336255e-05,5.460576047571178e-05,1.304562800972047e-05,0.0004424061301107652,0.00015395321328379893,3.7871311472308497e-06,3.585290522346382e-05,9.683358345118218e-05,0.00025940115379914804,3.2840596130156364e-05,1.1567163159034951e-05,1.6141075121388813e-06,0.0001476678809684658,0.0005842362583916896,5.959111855281863e-05,2.6775808621294846e-05,2.9563229496154575e-05,2.1234279317437225e-05,5.472298153357122e-05,3.6652370243579203e-06,6.597113579597422e-05,7.714560864774765e-07,0.0002139430777461506,5.670420069335675e-05,0.053862761167356055,0.0014997516571963422,0.012336478511563354,5.115260120651443e-07,7.434466341620917e-06,8.43697420496962e-05,6.250150309950694e-05,2.8795816601932194e-05,0.00011924055543188753,0.005707688613424812,0.0003075676500010526,0.00015925510745288404,6.474574126253721e-05,0.8208853579215045
177,1.535830635488711e-05,2.5387980819629768e-05,0.00011313515413200751,1.5477609092476714e-06,2.1262994130702205e-05,3.0726545655826283e-06,0.00035593724316889525,0.00037070812592612486,1.6578693634913708e-06,1.669300716243689e-05,0.07971060218541741,0.0006009029376599757,8.516223109844747e-06,4.0272167960255415e-05,2.8264624455373447e-05,6.307700611427597e-06,9.652768239300885e-06,8.260310606008655e-06,2.4976147370854336e-05,0.00017782636653156542,3.962491171934762e-05,9.463565276336038e-05,3.0427527604777364e-06,1.374690591405746e-05,1.3073606883100257e-05,8.500821966622272e-06,0.0011672881141768035,0.0007641298618208823,1.787591882195363e-05,3.828663472650099e-06,1.1137020640102676e-05,0.002493803438921271,8.973504513946823e-06,1.0272033860074866e-06,1.4223435470861449e-05,3.777034474548527e-05,7.409968055131852e-05,1.7590087394300298e-06,8.236870646199725e-06,7.62217702055623e-07,2.9416590156556146e-07,2.1579646700181417e-05,0.0007298717645668179,0.004160125852534023,0.002787911617890158,0.00010617433819505949,6.667670145888667e-05,6.864045957611094e-05,1.3804340794148304e-06,0.0012590111368373912,4.214709162951178e-06,5.809083450854939e-06,0.0005106014633367923,3.0852415703679726e-05,1.965539395874541e-05,2.3275980078419947e-05,1.1055797288974365e-05,1.2230822614185157e-06,0.018378142170722634,5.83833922344561e-05,0.0001864395485251163,0.0001594366391853099,3.123458340344442e-05,9.671955701930176e-05,0.0004181057710595529,2.4689001456316405e-05,0.0005717725647500357,0.0004695273827234612,0.0005538366910690211,0.00015947223969491707,5.687295743664026e-06,1.648532060947555e-05,8.02102087509874e-06,0.01088043198756717,2.7258586404965366e-05,0.00309194784721588,5.971923899945674e-06,5.641874890626356e-06,6.700688327220159e-06,0.001305480385716196,4.8470297424890064e-05,0.06010507232000505,1.199089661627533e-05,4.670550503653275e-05,0.00013318668051468503,2.492963532524268e-05,0.0006518709108952641,1.8474227108310343e-06,0.00013399988836046314,0.000620354530029707,0.0014192214051231787,1.2263480109902958e-05,0.8037971378851003,7.866905253724857e-05,6.417949237879527e-05,7.311928976351719e-05,0.00010706321591892329,3.476316577799486e-05,4.753194618486244e-05
